**********************************************************************
ENLYZE PortSniffer Tool 2.1 (acc298dbb4a387e03b3404c1812f60e245738d2b)
Copyright 2020-2022 Colin Finck, ENLYZE GmbH <c.finck@enlyze.com>
**********************************************************************

UTC TIMESTAMP           | T |  LEN | DATA
2024-03-12 23:47:08.692 | R |    9 | 84 41 E3 64 37 41 DD 5D 59
2024-03-12 23:47:09.175 | R |    9 | 84 41 E3 64 F1 41 DD 5E 13
2024-03-12 23:47:09.658 | R |    9 | 84 41 E3 65 DB 41 DD 5E B6
2024-03-12 23:47:10.128 | R |    9 | 84 41 E3 66 AB 41 DD 5F 0E
2024-03-12 23:47:10.614 | R |    9 | 84 41 E3 67 0D 41 DD 5F B2
2024-03-12 23:47:10.676 | R |    9 | 83 42 C8 00 00 A9 4C DB 62
2024-03-12 23:47:11.100 | R |    9 | 84 41 E3 67 6A 41 DD 5F E8
2024-03-12 23:47:11.569 | R |    9 | 84 41 E3 67 8A 41 DD 60 71
2024-03-12 23:47:12.052 | R |    9 | 84 41 E3 68 08 41 DD 61 50
2024-03-12 23:47:12.538 | R |    9 | 84 41 E3 69 03 41 DD 62 30
2024-03-12 23:47:13.011 | R |    9 | 84 41 E3 69 96 41 DD 63 41
2024-03-12 23:47:13.496 | R |    9 | 84 41 E3 6A 3F 41 DD 63 EB
2024-03-12 23:47:13.979 | R |    9 | 84 41 E3 6A E3 41 DD 64 68
2024-03-12 23:47:14.462 | R |    9 | 84 41 E3 6A F3 41 DD 64 EB
2024-03-12 23:47:14.932 | R |    9 | 84 41 E3 6B BD 41 DD 65 22
2024-03-12 23:47:15.415 | R |    9 | 84 41 E3 6C D9 41 DD 65 48
2024-03-12 23:47:15.664 | R |    9 | 83 43 C3 0A A7 30 67 90 F7
2024-03-12 23:47:15.898 | R |    9 | 84 41 E3 6D 87 41 DD 66 02
2024-03-12 23:47:16.381 | R |    9 | 84 41 E3 6E 88 41 DD 66 9A
2024-03-12 23:47:16.849 | R |    9 | 84 41 E3 6E FA 41 DD 66 A5
2024-03-12 23:47:17.334 | R |    9 | 84 41 E3 6F 1B 41 DD 67 64
2024-03-12 23:47:17.818 | R |    9 | 84 41 E3 6F 26 41 DD 67 BC
2024-03-12 23:47:18.301 | R |    9 | 84 41 E3 6F 78 41 DD 68 23
2024-03-12 23:47:18.771 | R |    9 | 84 41 E3 6F A3 41 DD 69 14
2024-03-12 23:47:19.254 | R |    9 | 84 41 E3 6F F0 41 DD 69 45
2024-03-12 23:47:19.738 | R |    9 | 84 41 E3 70 2C 41 DD 69 66
2024-03-12 23:47:20.221 | R |    9 | 84 41 E3 70 EA 41 DD 69 CD
2024-03-12 23:47:20.673 | R |   10 | 83 43 A8 EA 93 2F 80 80 07 0A
2024-03-12 23:47:20.689 | R |    9 | 84 41 E3 71 E0 41 DD 6A 1F
2024-03-12 23:47:21.172 | R |    9 | 84 41 E3 72 27 41 DD 6A 45
2024-03-12 23:47:21.655 | R |    9 | 84 41 E3 73 1C 41 DD 6A 92
2024-03-12 23:47:22.139 | R |    9 | 84 41 E3 73 58 41 DD 6A 7C
2024-03-12 23:47:22.608 | R |    9 | 84 41 E3 73 CB 41 DD 6B 0A
2024-03-12 23:47:23.092 | R |    9 | 84 41 E3 74 AB 41 DD 6B 8D
2024-03-12 23:47:23.577 | R |    9 | 84 41 E3 75 28 41 DD 6C 31
2024-03-12 23:47:24.062 | R |    9 | 84 41 E3 75 A0 41 DD 6C 72
2024-03-12 23:47:24.532 | R |    9 | 84 41 E3 75 E7 41 DD 6C 7D
2024-03-12 23:47:25.014 | R |    9 | 84 41 E3 76 64 41 DD 6C F0
2024-03-12 23:47:25.499 | R |    9 | 84 41 E3 76 D7 41 DD 6C D5
2024-03-12 23:47:25.670 | R |    9 | 83 43 66 42 05 2D 05 8E B7
2024-03-12 23:47:25.982 | R |    9 | 84 41 E3 77 18 41 DD 6C E5
2024-03-12 23:47:26.454 | R |    9 | 84 41 E3 77 A6 41 DD 6C F5
2024-03-12 23:47:26.939 | R |    9 | 84 41 E3 78 7B 41 DD 6C EA
2024-03-12 23:47:27.423 | R |    9 | 84 41 E3 78 ED 41 DD 6D CA
2024-03-12 23:47:27.892 | R |    9 | 84 41 E3 79 E3 41 DD 6E 6E
2024-03-12 23:47:28.375 | R |    9 | 84 41 E3 7A 87 41 DD 6E DB
2024-03-12 23:47:28.860 | R |   10 | 84 41 E3 7A 80 81 41 DD 6F DC
2024-03-12 23:47:29.331 | R |    9 | 84 41 E3 7A FF 41 DD 6F C6
2024-03-12 23:47:29.815 | R |    9 | 84 41 E3 7B 2A 41 DD 70 64
2024-03-12 23:47:30.302 | R |    9 | 84 41 E3 7B 6C 41 DD 71 29
2024-03-12 23:47:30.663 | R |   10 | 83 43 3B 96 80 84 2B BA F2 F9
2024-03-12 23:47:30.773 | R |    9 | 84 41 E3 7B BE 41 DD 71 54
2024-03-12 23:47:31.258 | R |    9 | 84 41 E3 7C 87 41 DD 71 9B
2024-03-12 23:47:31.740 | R |    9 | 84 41 E3 7D 0A 41 DD 72 1E
2024-03-12 23:47:32.224 | R |    9 | 84 41 E3 7D 98 41 DD 72 6B
2024-03-12 23:47:32.693 | R |    9 | 84 41 E3 7E 20 41 DD 72 CD
2024-03-12 23:47:33.175 | R |    9 | 84 41 E3 7E 10 41 DD 73 CE
2024-03-12 23:47:33.659 | R |    9 | 84 41 E3 7E 05 41 DD 73 F9
2024-03-12 23:47:34.129 | R |    9 | 84 41 E3 7E 10 41 DD 73 9D
2024-03-12 23:47:34.613 | R |    9 | 84 41 E3 7E 41 41 DD 73 A8
2024-03-12 23:47:35.098 | R |    9 | 84 41 E3 7F 06 41 DD 73 DE
2024-03-12 23:47:35.584 | R |    9 | 84 41 E3 7F CA 41 DD 74 0F
2024-03-12 23:47:35.677 | R |    9 | 83 43 1A F6 A3 2A 9C 6B BF
2024-03-12 23:47:36.050 | R |   10 | 84 41 E3 80 80 01 41 DD 74 EA
2024-03-12 23:47:36.531 | R |   10 | 84 41 E3 80 80 58 41 DD 74 D9
2024-03-12 23:47:37.017 | R |   10 | 84 41 E3 80 80 3D 41 DD 74 4B
2024-03-12 23:47:37.500 | R |   10 | 84 41 E3 80 80 79 41 DD 73 EF
2024-03-12 23:47:37.985 | R |   10 | 84 41 E3 80 80 BF 41 DD 73 D3
2024-03-12 23:47:38.454 | R |   10 | 84 41 E3 80 80 C5 41 DD 73 F4
2024-03-12 23:47:38.941 | R |   11 | 84 41 E3 80 80 CA 41 DD 74 80 82
2024-03-12 23:47:39.411 | R |   10 | 84 41 E3 80 81 48 41 DD 75 26
2024-03-12 23:47:39.894 | R |   10 | 84 41 E3 80 81 D6 41 DD 75 41
2024-03-12 23:47:40.377 | R |   10 | 84 41 E3 80 82 9F 41 DD 75 B4
2024-03-12 23:47:40.675 | R |    9 | 83 43 01 1F 5B 29 9A 34 8C
2024-03-12 23:47:40.865 | R |   10 | 84 41 E3 80 83 4E 41 DD 75 F0
2024-03-12 23:47:41.332 | R |   10 | 84 41 E3 80 83 BB 41 DD 76 26
2024-03-12 23:47:41.817 | R |   10 | 84 41 E3 80 84 39 41 DD 76 99
2024-03-12 23:47:42.302 | R |   10 | 84 41 E3 80 84 90 41 DD 77 0C
2024-03-12 23:47:42.773 | R |   10 | 84 41 E3 80 84 FD 41 DD 77 32
2024-03-12 23:47:43.254 | R |   10 | 84 41 E3 80 84 F8 41 DD 77 CB
2024-03-12 23:47:43.741 | R |   10 | 84 41 E3 80 85 39 41 DD 77 D6
2024-03-12 23:47:44.225 | R |   11 | 84 41 E3 80 85 80 85 41 DD 77 9F
2024-03-12 23:47:44.693 | R |   10 | 84 41 E3 80 85 CC 41 DD 77 BA
2024-03-12 23:47:45.178 | R |    9 | 84 41 E3 86 19 41 DD 77 7E
2024-03-12 23:47:45.664 | R |   18 | 84 41 E3 86 60 41 DD 77 EB 83 42 C8 00 00 27 FA EB 04
2024-03-12 23:47:46.132 | R |    9 | 84 41 E3 86 70 41 DD 78 3D
2024-03-12 23:47:46.614 | R |    9 | 84 41 E3 86 AC 41 DD 78 4E
2024-03-12 23:47:47.099 | R |    9 | 84 41 E3 86 D2 41 DD 78 79
2024-03-12 23:47:47.586 | R |    9 | 84 41 E3 87 19 41 DD 77 F6
2024-03-12 23:47:48.055 | R |    9 | 84 41 E3 87 9C 41 DD 78 2D
2024-03-12 23:47:48.542 | R |    9 | 84 41 E3 87 E3 41 DD 78 27
2024-03-12 23:47:49.011 | R |    9 | 84 41 E3 88 24 41 DD 77 EB
2024-03-12 23:47:49.494 | R |    9 | 84 41 E3 88 24 41 DD 78 43
2024-03-12 23:47:49.977 | R |    9 | 84 41 E3 87 CD 41 DD 78 32
2024-03-12 23:47:50.460 | R |    9 | 84 41 E3 87 C8 41 DD 78 43
2024-03-12 23:47:50.678 | R |    9 | 83 42 C8 00 00 A6 B9 33 01
2024-03-12 23:47:50.944 | R |    9 | 84 41 E3 87 D8 41 DD 78 4E
2024-03-12 23:47:51.415 | R |    9 | 84 41 E3 88 2A 41 DD 78 4E
2024-03-12 23:47:51.899 | R |    9 | 84 41 E3 88 45 41 DD 78 12
2024-03-12 23:47:52.382 | R |    9 | 84 41 E3 88 55 41 DD 78 79
2024-03-12 23:47:52.864 | R |   10 | 84 41 E3 88 91 41 DD 78 80 84
2024-03-12 23:47:53.345 | R |    9 | 84 41 E3 88 D8 41 DD 78 32
2024-03-12 23:47:53.816 | R |    9 | 84 41 E3 89 92 41 DD 78 74
2024-03-12 23:47:54.300 | R |    9 | 84 41 E3 8A 30 41 DD 78 27
2024-03-12 23:47:54.781 | R |    9 | 84 41 E3 8A 67 41 DD 78 3D
2024-03-12 23:47:55.253 | R |   10 | 84 41 E3 8A B3 41 DD 78 80 84
2024-03-12 23:47:55.675 | R |    9 | 83 42 CB C9 89 28 67 53 36
2024-03-12 23:47:55.737 | R |    9 | 84 41 E3 8B 25 41 DD 78 95
2024-03-12 23:47:56.221 | R |    9 | 84 41 E3 8B 41 41 DD 79 18
2024-03-12 23:47:56.702 | R |    9 | 84 41 E3 8B 98 41 DD 79 23
2024-03-12 23:47:57.183 | R |    9 | 84 41 E3 8B 77 41 DD 79 90
2024-03-12 23:47:57.653 | R |    9 | 84 41 E3 8B AE 41 DD 79 90
2024-03-12 23:47:58.136 | R |    9 | 84 41 E3 8C 1B 41 DD 79 8A
2024-03-12 23:47:58.620 | R |    9 | 84 41 E3 8C 78 41 DD 79 C1
2024-03-12 23:47:59.104 | R |    9 | 84 41 E3 8C B9 41 DD 79 54
2024-03-12 23:47:59.579 | R |    9 | 84 41 E3 8C D4 41 DD 79 7A
2024-03-12 23:48:00.065 | R |    9 | 84 41 E3 8C FB 41 DD 79 18
2024-03-12 23:48:00.546 | R |    9 | 84 41 E3 8D 41 41 DD 78 B5
2024-03-12 23:48:00.666 | R |    9 | 83 42 C8 00 00 A7 86 42 E6
2024-03-12 23:48:01.023 | R |    9 | 84 41 E3 8D BF 41 DD 78 B5
2024-03-12 23:48:01.498 | R |    9 | 84 41 E3 8E 21 41 DD 78 38
2024-03-12 23:48:01.976 | R |    9 | 84 41 E3 8D E0 41 DD 78 38
2024-03-12 23:48:02.453 | R |    9 | 84 41 E3 8D F0 41 DD 78 69
2024-03-12 23:48:02.942 | R |    9 | 84 41 E3 8D EB 41 DD 78 69
2024-03-12 23:48:03.229 | W |    4 | 02 4D 4D 03
